Date,vol_forecast
2003/2/26,20.52515748
2003/2/27,20.68490549
2003/2/28,20.29522754
2003/3/3,19.10713446
2003/3/4,18.45981899
2003/3/5,19.48260981
2003/3/6,18.89226256
2003/3/7,18.54785128
2003/3/10,17.88141165
2003/3/11,22.45062646
2003/3/12,21.55540136
2003/3/13,20.24111226
2003/3/14,26.49059362
2003/3/17,24.69068307
2003/3/18,29.88706176
2003/3/19,27.89169631
2003/3/20,26.36375215
2003/3/21,24.57716846
2003/3/24,26.01764696
2003/3/25,31.65049602
2003/3/26,30.13298152
2003/3/27,28.25285231
2003/3/28,26.3408121
2003/3/31,24.80577628
2003/4/1,25.3313372
2003/4/2,24.46127411
2003/4/3,26.77701044
2003/4/4,25.14929018
2003/4/7,23.47654284
2003/4/8,21.90804048
2003/4/9,20.5082813
2003/4/10,20.85762791
2003/4/11,19.76165243
2003/4/14,18.64902311
2003/4/15,20.33453233
2003/4/16,19.27341
2003/4/17,19.42700336
2003/4/21,19.96147633
2003/4/22,18.71815088
2003/4/23,21.02992846
2003/4/24,20.12020978
2003/4/25,19.46258117
2003/4/28,19.94121725
2003/4/29,20.93397707
2003/4/30,19.62050744
2003/5/1,18.3800211
2003/5/2,17.23389543
2003/5/5,18.02565979
2003/5/6,17.07297391
2003/5/7,16.59951934
2003/5/8,15.91219084
2003/5/9,16.1103894
2003/5/12,16.91854721
2003/5/13,17.19343466
2003/5/14,16.25522018
2003/5/15,15.4205639
2003/5/16,15.05468315
2003/5/19,14.28143691
2003/5/20,19.72803707
2003/5/21,18.48232025
2003/5/22,17.41447322
2003/5/23,17.00364505
2003/5/27,15.96324664
2003/5/28,18.2857807
2003/5/29,17.1451569
2003/5/30,16.27136188
2003/6/2,17.15178631
2003/6/3,16.17369204
2003/6/4,15.36594132
2003/6/5,16.52882414
2003/6/6,15.63180761
2003/6/9,14.79834607
2003/6/10,15.6286053
2003/6/11,15.43662545
2003/6/12,16.01880852
2003/6/13,15.05694517
2003/6/16,15.35642681
2003/6/17,18.77666474
2003/6/18,17.58330838
2003/6/19,16.53259139
2003/6/20,17.89923462
2003/6/23,16.77878898
2003/6/24,17.79030485
2003/6/25,16.69139512
2003/6/26,16.44198497
2003/6/27,16.43301826
2003/6/30,16.4895031
2003/7/1,15.54313827
2003/7/2,15.18588558
2003/7/3,15.54072367
2003/7/7,15.41222997
2003/7/8,17.69274985
2003/7/9,16.66001349
2003/7/10,16.02271366
2003/7/11,17.01199824
2003/7/14,16.71332977
2003/7/15,15.94498577
2003/7/16,15.15760639
2003/7/17,14.78832667
2003/7/18,15.73875693
2003/7/21,16.04250866
2003/7/22,17.33626492
2003/7/23,16.9915243
2003/7/24,15.94573371
2003/7/25,15.59746325
2003/7/28,17.35129264
2003/7/29,16.34946221
2003/7/30,15.97948445
2003/7/31,15.08064887
2003/8/1,14.25196515
2003/8/4,14.76035379
2003/8/5,13.95444125
2003/8/6,16.70975982
2003/8/7,15.69845586
2003/8/8,15.21736093
2003/8/11,14.41549874
2003/8/12,13.6587515
2003/8/13,13.89937812
2003/8/14,13.69324968
2003/8/15,13.34971012
2003/8/18,12.62326076
2003/8/19,12.86227552
2003/8/20,12.22763061
2003/8/21,11.6974947
2003/8/22,11.1984097
2003/8/25,12.26785053
2003/8/26,11.63857084
2003/8/27,11.15012052
2003/8/28,10.63278616
2003/8/29,10.60238183
2003/9/2,10.4426145
2003/9/3,12.39041225
2003/9/4,11.9152903
2003/9/5,11.33382258
2003/9/8,11.48663899
2003/9/9,12.11256416
2003/9/10,12.51611589
2003/9/11,13.807104
2003/9/12,13.30832193
2003/9/15,12.61239373
2003/9/16,12.19823592
2003/9/17,13.82765563
2003/9/18,13.2340078
2003/9/19,14.33806775
2003/9/22,13.68424355
2003/9/23,15.01801392
